"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bsi_sin_punish,brief_symptom_inventory_bsi,,radio,"Gedanken, dass Sie für Ihre Sünden bestraft werden sollten","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_hopelessness,brief_symptom_inventory_bsi,,radio,"Das Gefühl der Hoffnungslosigkeit","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_concentration,brief_symptom_inventory_bsi,,radio,Konzentrationsschwierigkeiten,"0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_weakness,brief_symptom_inventory_bsi,,radio,"Schwächegefühle in einzelnen Körperteilen","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_curious,brief_symptom_inventory_bsi,,radio,"Das Gefühl, gespannt oder aufgeregt zu sein","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_deadthinking,brief_symptom_inventory_bsi,,radio,"Gedanken an den Tod und ans Sterben","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_slap,brief_symptom_inventory_bsi,,radio,"Der Drang, jemanden zu schlagen, zu verletzten oder ihm Schmerzen zuzufügen","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_break_sth,brief_symptom_inventory_bsi,,radio,"Der Drang, Dinge zu zerbrechen oder zu zerschmettern","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_bias,brief_symptom_inventory_bsi,,radio,"Starke Befangenheit im Umgang mit anderen","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_antipathy,brief_symptom_inventory_bsi,,radio,"Abneigung gegen Menschenmengen z.B. beim Einkaufen oder im Kino","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_close_feel,brief_symptom_inventory_bsi,,radio,"Der Eindruck, sich einer anderen Person nie so richtig nahe fühlen zu können","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_panick_attack,brief_symptom_inventory_bsi,,radio,"Schreck oder Panikanfälle","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_consideration,brief_symptom_inventory_bsi,,radio,"Die Neigung, immer wieder in Erörterungen und Auseinandersetzungen zu geraten","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_alone_nervous,brief_symptom_inventory_bsi,,radio,"Nervosität, wenn Sie allein gelassen werden","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_recognition,brief_symptom_inventory_bsi,,radio,"Mangelnde Anerkennung Ihrer Leistung durch andere","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_restlessness,brief_symptom_inventory_bsi,,radio,"So starker Ruhelosigkeit, dass Sie nicht stillsitzen können","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_worthless,brief_symptom_inventory_bsi,,radio,"Das Gefühl, wertlos zu sein","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_exploit,brief_symptom_inventory_bsi,,radio,"Das Gefühl, dass die Leute Sie ausnutzen würden, wenn Sie es zulassen würden","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_guilt,brief_symptom_inventory_bsi,,radio,Schuldgefühl,"0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_understand,brief_symptom_inventory_bsi,,radio,"Das Gefühl, dass irgendetwas mit Ihrem Verstand nicht in Ordnung ist","0, nie | 1, selten | 2, manchmal | 3, häufig | 4, immer | -99, Fehlende Antwort",,,,,,,,,,bsi,,
bsi_score_1,brief_symptom_inventory_bsi,,calc,"Somatisierung Score ?","if([bsi_dizziness] = '-99' or [bsi_heart_pain] = '-99' or [bsi_sickness] ='-99' or [bsi_hard_breath] = '-99' or [bsi_hot_flush] = '-99' or [bsi_numbness] = '-99' or [bsi_weakness] ='-99' ,-99, sum([bsi_dizziness], [bsi_heart_pain], [bsi_sickness], [bsi_hard_breath], [bsi_hot_flush], [bsi_numbness], [bsi_weakness]))",,,,,,,,,,,,
bsi_score_2,brief_symptom_inventory_bsi,,calc,"Zwanghaftigkeit Score ?","if([bsi_memory_trouble] ='-99' or [bsi_hard_start] = '-99' or [bsi_force_todo] = '-99' or [bsi_hard_decide] = '-99' or [bsi_empty_head] = '-99' or [bsi_concentration] = '-99' ,-99, sum([bsi_memory_trouble], [bsi_hard_start], [bsi_force_todo], [bsi_hard_decide], [bsi_empty_head], [bsi_concentration]))",,,,,,,,,,,,
bsi_score_3,brief_symptom_inventory_bsi,,calc,"Unsicherheit im Sozialkontakt Score ?","if([bsi_vulnerability] = '-99' or [bsi_suffer] = '-99' or [bsi_inferiority] ='-99' or [bsi_bias] = '-99',-99, sum([bsi_vulnerability], [bsi_suffer], [bsi_inferiority], [bsi_bias]))",,,,,,,,,,,,
bsi_score_4,brief_symptom_inventory_bsi,,calc,"Depressivität Score ?","if([bsi_take_life] = '-99' or [bsi_lonely_feeling] = '-99' or [bsi_melancholy] ='-99' or [bsi_not_interested] = '-99' or [bsi_hopelessness] = '-99' or [bsi_worthless] = '-99',-99, sum([bsi_take_life], [bsi_lonely_feeling], [bsi_melancholy], [bsi_not_interested], [bsi_hopelessness], [bsi_worthless]))",,,,,,,,,,,,
bsi_score_5,brief_symptom_inventory_bsi,,calc,"Ängstlichkeit Score ?","if([bsi_nervous] = '-99' or [bsi_scare] = '-99' or [bsi_fearfulness] = '-99'  or [bsi_curious] = '-99' or [bsi_panick_attack] = '-99' or [bsi_restlessness] = '-99',-99, sum([bsi_nervous], [bsi_scare], [bsi_fearfulness], [bsi_curious], [bsi_panick_attack], [bsi_restlessness]))",,,,,,,,,,,,
bsi_score_6,brief_symptom_inventory_bsi,,calc,"Aggressivität/ Feindseligkeit Score ?","if([bsi_irritable] = '-99' or [bsi_ebulltion] = '-99' or [bsi_slap] = '-99' or [bsi_break_sth] = '-99' or [bsi_consideration] = '-99',-99, sum([bsi_irritable], [bsi_ebulltion], [bsi_slap], [bsi_break_sth], [bsi_consideration]))",,,,,,,,,,,,
bsi_score_7,brief_symptom_inventory_bsi,,calc,"Phobische Angst Score ?","if([bsi_open_place] = '-99' or [bsi_fear_bus] = '-99' or [bsi_avoid_activities] ='-99' or [bsi_antipathy] = '-99' or [bsi_alone_nervous] = '-99' ,-99, sum([bsi_open_place], [bsi_fear_bus], [bsi_avoid_activities], [bsi_antipathy], [bsi_alone_nervous]))",,,,,,,,,,,,
bsi_score_8,brief_symptom_inventory_bsi,,calc,"Paranoides Denken Score ?","if([bsi_other_fault] = '-99' or [bsi_no_trust] ='-99' or [bsi_observate] ='-99' or [bsi_recognition] = '-99' or [bsi_exploit] = '-99',-99, sum([bsi_other_fault], [bsi_no_trust], [bsi_observate], [bsi_recognition], [bsi_exploit]))",,,,,,,,,,,,
bsi_score_9,brief_symptom_inventory_bsi,,calc,"Psychotizismus Score ?","if([bsi_power_ideas] = '-99' or [bsi_loneliness] = '-99' or [bsi_sin_punish] = '-99' or [bsi_close_feel] = '-99' or [bsi_understand] = '-99',-99, sum([bsi_power_ideas], [bsi_loneliness], [bsi_sin_punish], [bsi_close_feel], [bsi_understand]))",,,,,,,,,,,,
bsi_score,brief_symptom_inventory_bsi,,calc,"Global Severity Index Score ?","if(
[bsi_nervous] = '-99' or [bsi_dizziness] = '-99' or [bsi_power_ideas] = '-99' or [bsi_other_fault] = '-99' or [bsi_memory_trouble] ='-99' or [bsi_irritable] = '-99' or  [bsi_heart_pain] = '-99' or [bsi_open_place] = '-99' or [bsi_take_life] = '-99' or [bsi_no_trust] ='-99' or [bsi_bad_appetit] = '-99' or [bsi_scare] = '-99' or [bsi_ebulltion] = '-99' or [bsi_loneliness] = '-99' or [bsi_hard_start] = '-99' or [bsi_lonely_feeling] = '-99' or [bsi_melancholy] ='-99' or [bsi_not_interested] = '-99' or [bsi_fearfulness] = '-99' or [bsi_vulnerability] = '-99' or [bsi_suffer] = '-99' or [bsi_inferiority] ='-99' or [bsi_sickness] ='-99' or [bsi_observate] ='-99' or [bsi_difficult_sleep] = '-99' or [bsi_force_todo] = '-99' or [bsi_hard_decide] = '-99' or [bsi_fear_bus] = '-99' or [bsi_hard_breath] = '-99' or [bsi_hot_flush] = '-99' or [bsi_avoid_activities] ='-99' or [bsi_empty_head] = '-99' or [bsi_numbness] = '-99' or [bsi_sin_punish] = '-99' or [bsi_hopelessness] = '-99' or [bsi_concentration] = '-99' or [bsi_weakness] ='-99' or [bsi_curious] = '-99' or [bsi_deadthinking] = '-99' or [bsi_slap] = '-99' or [bsi_break_sth] = '-99' or [bsi_bias] = '-99' or [bsi_antipathy] = '-99' or [bsi_close_feel] = '-99' or [bsi_panick_attack] = '-99' or [bsi_consideration] = '-99' or [bsi_alone_nervous] = '-99' or [bsi_recognition] = '-99' or [bsi_restlessness] = '-99' or [bsi_worthless] = '-99' or [bsi_exploit] = '-99' or [bsi_guilt] ='-99' or [bsi_understand] = '-99',-99,
sum(
[bsi_nervous], [bsi_dizziness], [bsi_power_ideas], [bsi_other_fault], [bsi_memory_trouble], [bsi_irritable], [bsi_heart_pain], [bsi_open_place], [bsi_take_life], [bsi_no_trust], [bsi_bad_appetit], [bsi_scare], [bsi_ebulltion], [bsi_loneliness], [bsi_hard_start], [bsi_lonely_feeling], [bsi_melancholy], [bsi_not_interested], [bsi_fearfulness], [bsi_vulnerability], [bsi_suffer], [bsi_inferiority], [bsi_sickness], [bsi_observate], [bsi_difficult_sleep], [bsi_force_todo], [bsi_hard_decide], [bsi_fear_bus], [bsi_hard_breath], [bsi_hot_flush], [bsi_avoid_activities], [bsi_empty_head], [bsi_numbness], [bsi_sin_punish], [bsi_hopelessness], [bsi_concentration], [bsi_weakness], [bsi_curious], [bsi_deadthinking], [bsi_slap], [bsi_break_sth], [bsi_bias], [bsi_antipathy], [bsi_close_feel], [bsi_panick_attack], [bsi_consideration], [bsi_alone_nervous], [bsi_recognition], [bsi_restlessness], [bsi_worthless], [bsi_exploit], [bsi_guilt], [bsi_understand]
)
)",,,,,,,,,,,,
epds_happy,edinburgh_postnatal_depression_scale_epds,"Bitte kreuzen Sie an, wie Sie sich in den letzten 7 Tagen gefühlt haben.

In den letzten 7 Tagen...",radio,"...konnte ich lachen und das Leben von der
sonnigen Seite sehen","0, so, wie ich es immer konnte | 1, nicht ganz so, wie sonst immer | 2, deutlich weniger als früher | 3, überhaupt nicht | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_looking_forward,edinburgh_postnatal_depression_scale_epds,,radio,"...konnte ich mich so richtig auf etwas freuen","0, so, wie immer | 1, etwas weniger als sonst | 2, deutlich weniger als früher | 3, kaum | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_guilty,edinburgh_postnatal_depression_scale_epds,,radio,"...fühlte ich mich unnötigerweise schuldig,
wenn etwas schief lief","0, ja, meistens | 1, ja, manchmal | 2, nein, nicht so oft | 3, nein, niemals | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_afraid,edinburgh_postnatal_depression_scale_epds,,radio,"...war ich ängstlich und besorgt aus nichtigen Gründen","0, nein, überhaupt nicht | 1, selten | 2, ja, manchmal | 3, ja, häufig | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_panic,edinburgh_postnatal_depression_scale_epds,,radio,"...erschrak ich leicht bzw. reagierte panisch aus unerfindlichen Gründen","0, ja, Oft | 1, ja, manchmal | 2, nein, nicht oft | 3, nein, überhaupt nicht | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_overwhelmed,edinburgh_postnatal_depression_scale_epds,,radio,"..überforderten mich verschiedene Umstände","0, ja, die meiste Zeit war ich nicht in der Lage, damit fertig zu werden | 1, ja, manchmal konnte ich damit nicht fertig werden | 2, nein, die meiste Zeit konnte ich gut damit fertig werden | 3, nein, ich wurde so gut wie immer damit fertig | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_unhappy,edinburgh_postnatal_depression_scale_epds,,radio,"...war ich so unglücklich, dass ich nicht schlafen konnte","0, ja, die meiste Zeit | 1, ja, manchmal | 2, nein, nicht sehr oft | 3, nein, überhaupt nicht | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_sad,edinburgh_postnatal_depression_scale_epds,,radio,"...habe ich mich traurig und schlecht gefühlt","0, ja, die meiste Zeit | 1, ja, manchmal | 2, selten | 3, nein, überhaupt nicht | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_cried,edinburgh_postnatal_depression_scale_epds,,radio,"...war ich so unglücklich, dass ich geweint habe","0, ja, die ganze Zeit | 1, ja, manchmal | 2, nur gelegentlich | 3, nein, niemals | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_selfharm,edinburgh_postnatal_depression_scale_epds,,radio,"...überkam mich der Gedanke, mir selbst Schaden zuzufügen","0, ja, ziemlich oft | 1, manchmal | 2, kaum | 3, niemals | -99, Fehlende Antwort",,,,,,,,LV,,,,
epds_score,edinburgh_postnatal_depression_scale_epds,,calc,"EPDS Score","if([epds_happy] = '-99' or [epds_looking_forward] = '-99' or  [epds_guilty] = '-99' or [epds_afraid] = '-99' or [epds_panic] = '-99' or [epds_overwhelmed] = '-99' or [epds_unhappy] = '-99' or [epds_sad] = '-99' or [epds_cried] = '-99' or [epds_selfharm] = '-99', -99, sum([epds_happy], [epds_looking_forward], abs([epds_guilty]-3), [epds_afraid], abs([epds_panic]-3),  abs([epds_overwhelmed]-3) , abs([epds_unhappy]-3), abs([epds_sad]-3), abs([epds_cried]-3), abs([epds_selfharm]-3)))",,,,,,,,,,,,
bsss_embed_1,berliner_social_support_skalen_bsss,,descriptive,"<div class=""rich-text-field-label""><p>Die nächsten Fragen beschäftigen sich mit Ihrem sozialem Umfeld.<br />Bitte kreuzen Sie an, wie Sie dieses generell wahrnehmen.</p> <p> </p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Es gibt Menschen, die mich wirklich gern haben.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_like}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Wenn es mir schlecht geht, zeigen andere mir, dass sie mich mögen.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_sad}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Wenn ich traurig bin, gibt es Menschen, die mich aufmuntern.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_cheerup}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Wenn ich Trost und Zuspruch brauche, ist jemand für mich da.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_consolidate}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Ich habe Menschen, auf die ich mich immer verlassen kann.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_to_rely}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Wenn ich Sorgen habe, gibt es jemanden, der mir hilft.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_worry}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Es gibt Menschen, die mir ihre Hilfe anbieten, wenn ich sie brauche.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_help}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Wenn mir alles zu viel wird, helfen mir andere.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{others_toomuch}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
others_like,berliner_social_support_skalen_bsss,,radio,"Es gibt Menschen, die mich wirklich gern haben.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_sad,berliner_social_support_skalen_bsss,,radio,"Wenn es mir schlecht geht, zeigen andere mir, dass sie mich mögen.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_cheerup,berliner_social_support_skalen_bsss,,radio,"Wenn ich traurig bin, gibt es Menschen, die mich aufmuntern.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_consolidate,berliner_social_support_skalen_bsss,,radio,"Wenn ich Trost und Zuspruch brauche, ist jemand für mich da.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_to_rely,berliner_social_support_skalen_bsss,,radio,"Ich habe Menschen, auf die ich mich immer verlassen kann.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_worry,berliner_social_support_skalen_bsss,,radio,"Wenn ich Sorgen habe, gibt es jemanden, der mir hilft.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_help,berliner_social_support_skalen_bsss,,radio,"Es gibt Menschen, die mir ihre Hilfe anbieten, wenn ich sie brauche.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
others_toomuch,berliner_social_support_skalen_bsss,,radio,"Wenn mir alles zu viel wird, helfen mir andere.","1, Stimmt nicht | 2, Stimmt eher nicht | 3, Stimmt eher | 4, Stimmt genau | -99, Fehlende Antwort",,,,,,,,,,social_father,,
bsss_embed_2,berliner_social_support_skalen_bsss,,descriptive,"<div class=""rich-text-field-label""><p>Denken Sie nun bitte an Ihre engste Bezugsperson wie (Ehe-)Partner/in, Kind, Freund/in usw.<br />Wie hat sie sich in der letzten Woche Ihnen gegenüber verhalten?</p> <p> </p> <table style=""border-collapse: collapse; width: 100%; height: 300px;"" border=""1""> <tbody> <tr style=""height: 65px;""> <td style=""width: 35.1852%; border-style: dotted; height: 65px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat mir gezeigt, dass sie mich mag und akzeptiert.</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 65px;""><span style=""font-weight: normal;"">{ref_like}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 35.1852%; border-style: dotted; height: 65px;""><span style=""font-weight: normal;"">Diese Bezugsperson war für mich da, wenn ich sie gebraucht habe..</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 65px;""><span style=""font-weight: normal;"">{ref_support}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 35.1852%; border-style: dotted; height: 65px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat mich getröstet, wenn es mir schlecht ging.</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 65px;""><span style=""font-weight: normal;"">{ref_cheerup}</span></td> </tr> <tr style=""height: 21px;""> <td style=""width: 35.1852%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat mich allein gelassen.</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">{ref_leave}</span></td> </tr> <tr style=""height: 21px;""> <td style=""width: 35.1852%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat wenig Verständnis für mich gehabt.</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">{ref_nounderstanding}</span></td> </tr> <tr style=""height: 21px;""> <td style=""width: 35.1852%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat etwas an mir auszusetzen gehabt.</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">{ref_complain}</span></td> </tr> <tr style=""height: 21px;""> <td style=""width: 35.1852%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat viel für mich erledigt.</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">{ref_help}</span></td> </tr> <tr style=""height: 21px;""> <td style=""width: 35.1852%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">Diese Bezugsperson hat mir das Gefühl gegeben, wertvoll und wichtig zu sein</span></td> <td style=""width: 64.8148%; border-style: dotted; height: 21px;""><span style=""font-weight: normal;"">{ref_love}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Diese Bezugsperson hat ihre Sorge um mein Befinden ausgedrückt.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_worry}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Diese Bezugsperson hat mir das Gefühl gegeben, dass ich mich auf sie verlassen kann.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_relyon}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Diese Bezugsperson half mir, meiner Situation etwas Positives abzugewinnen.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_positiv}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Diese Bezugsperson schlug mir eine Tätigkeit vor, die mich etwas ablenken könnte.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_distract}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Diese Bezugsperson macht mir Mut, mich nicht aufzugeben.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_courage}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Diese Bezugsperson kümmerte sich um meine Angelegenheiten, die ich nicht alleine erledigen konnte.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_finished}</span></td> </tr> <tr> <td style=""width: 35.1852%; border-style: dotted;""><span style=""font-weight: normal;"">Mit dem Verhalten der Bezugsperson bin ich insgesamt sehr zufrieden.</span></td> <td style=""width: 64.8148%; border-style: dotted;""><span style=""font-weight: normal;"">{ref_satisfies}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
